DatasetName,ProjectID,RequirementText,Label
PROMISE-NFR-V2,5,'For estimators the product shall be able to be operated in a repair facility during dirty and noisy conditions.',Non-Security
PROMISE-NFR-V2,5,'The product shall interface with the ChoiceParts system once per day at approximately 1:00 AM.',Non-Security
PROMISE-NFR-V2,5,'The maintenance of the product will fall within the established corporate maintenance windows.',Non-Security
PROMISE-NFR-V2,5,'The product shall be supported using the corporate support center.',Non-Security
PROMISE-NFR-V2,5,'Product installations and upgrades shall be handled by the middleware technology team within established launch time frames.',Non-Security
PROMISE-NFR-V2,5,'Only adjusters can request recycled parts audit reports. No users without an adjuster role shall request recycled parts audits.',Security
PROMISE-NFR-V2,5,'Only adjusters with a supervisor role can update preferred repair facility ratings. Users without the supervisor role cannot access the repair facility ratings.',Security
PROMISE-NFR-V2,5,'Only collision estimators shall search for recycled parts. Users without the collision estimator role shall not have access to the search for recycled parts.',Security
PROMISE-NFR-V2,5,'Only valid data shall be entered into the system. No invalid data shall be entered into the system.',Security
PROMISE-NFR-V2,5,'One insurance company shall not be able to view another insurance companys claim data.',Security
PROMISE-NFR-V2,5,'The product shall free of computer viruses.',Security
PROMISE-NFR-V2,5,'The system shall prevent malicious attacks including denial of service.',Security
PROMISE-NFR-V2,5,'The product must comply with Sarbanes-Oxley.',Non-Security
PROMISE-NFR-V2,5,'The product shall comply with the estimatics laws relating to recycled parts usage.',Non-Security
PROMISE-NFR-V2,5,'The product shall comply with insurance regulations regarding claims processing.',Non-Security
PROMISE-NFR-V2,6,'The product must work with most database management systems (DBMS) on the market whether the DBMS is colocated with the product on the same machine or is located on a different machine on the computer network.',Non-Security
PROMISE-NFR-V2,6,'The product will function alongside server software on any operating system where the Java runtime can be installed.',Non-Security
PROMISE-NFR-V2,6,'The product will require collaboration with a database management system (DBMS). The DBMS may be located on the same machine as the product or on a separate machine residing on the same computer network.',Non-Security
PROMISE-NFR-V2,6,'The product must make use of web/application server technology. Open source examples include Apache web server Tomcat and the JBoss application server.',Non-Security
PROMISE-NFR-V2,6,'A database management system such as Oracle DB2 MySql or HSQL will need to be integrated with the product.',Non-Security
PROMISE-NFR-V2,6,'The product’s Look and Feel shall be able to incorporate aspects of the customer’s organization such as logo branding and identity',Non-Security
PROMISE-NFR-V2,6,'The product shall have a conservative and professional appearance.',Non-Security
PROMISE-NFR-V2,6,'The product shall make the users want to use it. 80% of the users surveyed report they are regularly using the product after the first 2 weeks post-launch.',Non-Security
PROMISE-NFR-V2,6,'The product shall be easy to use. 90% of users will be able to successfully reserve a conference room within 5 minutes of product use.',Non-Security
PROMISE-NFR-V2,6,'The product shall give users feedback when necessary. 80% of the users surveyed report that the product accurately confirms their actions.',Non-Security
PROMISE-NFR-V2,6,'The product shall allow the user to select a chosen language from one of the target market countries.',Non-Security
PROMISE-NFR-V2,6,'The product shall allow for customization of start page and views preferences.',Non-Security
PROMISE-NFR-V2,6,'An employee will be able to successfully use the product within a few minutes. After informally navigating the product for less than 15 minutes users shall be able to successfully setup meetings and reserve conference rooms.',Non-Security
PROMISE-NFR-V2,6,'The product shall use a standard navigation menu familiar to most web users.',Non-Security
PROMISE-NFR-V2,6,'The product shall allow for intuitive searching of available conference rooms.',Non-Security
PROMISE-NFR-V2,6,'The product shall conform to the Americans with Disabilities Act.',Non-Security
PROMISE-NFR-V2,6,'The response shall be fast enough to avoid interrupting the user’s flow of thought. 90% of tasks shall complete within 5 seconds. 98% of tasks shall complete within 8 seconds.',Non-Security
PROMISE-NFR-V2,6,'Aside from server failure the software product shall achieve 99.99% up time.',Non-Security
PROMISE-NFR-V2,6,'The product shall create an exception log of problems encountered within the product for transmission to our company for analysis and resolution.',Non-Security
PROMISE-NFR-V2,6,'The product shall be capable of handling up to 1 000 concurrent requests. This number will increase to 2 000 by Release 2. The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours.',Non-Security
PROMISE-NFR-V2,6,'The product shall be able to process 10 000 transactions per hour within two years of its launch. This number will increase to 20 000 by Release 2.',Non-Security
PROMISE-NFR-V2,6,'The product shall be expected to operate for at least 5 years for each customer installation.',Non-Security
PROMISE-NFR-V2,6,'The product shall be used in office environments.',Non-Security
PROMISE-NFR-V2,6,'The product must be able to interface with any HTML browser. The product shall transmit data between the user and the product without problems. The product shall display HTML properly in 80% of all HTML browsers tested (minimum is to test 8 browsers).',Non-Security
PROMISE-NFR-V2,6,'The product must be able to interface with various database management systems. The product shall communicate successfully with the database management system on 100% of all transactions.',Non-Security
PROMISE-NFR-V2,6,'The product must be able to interface with various email servers. The product shall be able to send email.',Non-Security
PROMISE-NFR-V2,6,'The product shall be available for distribution via the Internet as a binary or ZIP file.',Non-Security
PROMISE-NFR-V2,6,'The product shall be available for distribution as a packaged CD.',Non-Security
PROMISE-NFR-V2,6,'The product will be available for licensing as a one-server two-five servers or five-or-more servers license.',Non-Security
PROMISE-NFR-V2,6,'A new user must be able to be added to the system within 10 minutes. 90% of new users are able to log into the system within 10 minutes.',Non-Security
PROMISE-NFR-V2,6,'The product must be designed using Design Patterns and coding best practices. 90% of maintenance software developers are able to integrate new functionality into the product with 2 working days.',Non-Security
PROMISE-NFR-V2,6,'The product must be highly configurable for use with various database management systems for the end users. 80% of end users are able to integrate new database management systems with the product without changing the product’s software code.',Non-Security
PROMISE-NFR-V2,6,'Maintenance releases will be offered to customers once a year. The releases shall take no longer than 5 minutes for 80% of the customer base to install.',Non-Security
PROMISE-NFR-V2,6,'Every registered user will have access to the product’s support site via the Internet. 70% of registered users shall find a solution to their problem within 5 minutes of using the support site.',Non-Security
PROMISE-NFR-V2,6,'The customer shall be able to easily integrate new building maps with the product throughout the product’s lifecycle. Integration of new maps with the product shall be possible with little to no support from product support staff.',Non-Security
PROMISE-NFR-V2,6,'The product shall be translated into foreign languages other than the target market countries’ languages in future releases. For each emerging target market it shall take no more than 5 days to configure the product for that market’s language.',Non-Security
PROMISE-NFR-V2,6,'The product is expected to integrate with multiple database management systems. The product will operate with Oracle SQL Server DB2 MySQL HSQL and MS Access.',Non-Security
PROMISE-NFR-V2,6,'The product shall be able to be installed in any operating environment within 2 days.',Non-Security
PROMISE-NFR-V2,6,'The product shall ensure that only company employees or external users with company-approved user IDs may have product access. 100% of all logons shall be by either company employees or external users with company-approved user IDs.',Security
PROMISE-NFR-V2,6,'Only managers are able to perform search queries for reservations by user. 100% of all search queries for reservations by user shall be from logons of only management logons.',Security
PROMISE-NFR-V2,6,'The product shall ensure that the database’s data corresponds to the data entered by the user. Each conference room reservation in the system will contain the same information as was entered by the user.',Security
PROMISE-NFR-V2,6,'The product shall prevent the input of malicious data. The product and/or adjacent hardware/software systems’ data shall remain 100% uncorrupted each time malicious data is input into the product.',Security
PROMISE-NFR-V2,6,'The product and/or dependent databases/filesystems shall remain operational as a result of the input of malicious data. The product and/or dependent databases/filesystems shall not crash 100% of the time that malicious data is input into the product.',Non-Security
PROMISE-NFR-V2,6,'The product shall have the ability to receive automatic software updates as new threats emerge. 100% of customers will be able to receive automatic software updates transmitted to the installed product.',Security
PROMISE-NFR-V2,6,'The language of the product shall accommodate all of the target market countries. 90% of survey respondents from each target market country will find that the language of the product is acceptable.',Non-Security
PROMISE-NFR-V2,6,'The product shall be able to display calendar dates and times according to the user’s locale. 90% of survey respondents from each target market country will find that the date and time formatting of the product is correct.',Non-Security
PROMISE-NFR-V2,6,'The product must be developed with the J2SE/J2EE programming language libraries',Non-Security
PROMISE-NFR-V2,7,'Recreation of Inventory Quantity Adjustment for the period of previous 30 days shall take no more than 30min.',Non-Security
PROMISE-NFR-V2,7,'The System shall allow for a minimum of 6 users to work at the same time.',Non-Security
PROMISE-NFR-V2,7,'The System shall utilize currently owned computer equipment.',Non-Security
PROMISE-NFR-V2,7,'The System shall be able to automatically backup business data and restore them on demand.',Non-Security
PROMISE-NFR-V2,7,'The System shall maintain consistent security. Any changes in user passwords and/or permissions should take affect in all parts of the System.',Security
PROMISE-NFR-V2,7,'The System shall granularly control access rights to all major subsystems. It should be possible to assign access rights to all subsystems independently.',Security
PROMISE-NFR-V2,7,'The System shall meet all applicable accounting standards. The final version of the System must successfully pass independent audit performed by a certified auditor.',Non-Security
PROMISE-NFR-V2,7,'The System shall not require additional third party licenses resulting in royalty fees.',Non-Security
PROMISE-NFR-V2,8,'Administrator shall be able to activate a pre-paid card via the Administration section in under 5 seconds.',Non-Security
PROMISE-NFR-V2,8,'Customer shall be able to check the status of their prepaid card by entering in the PIN number in under 5 seconds.',Non-Security
PROMISE-NFR-V2,8,'System shall let customers register on the website as a “pay as you go” user in under 5 minutes.',Non-Security
PROMISE-NFR-V2,8,'System shall let customers register on the website as a “unlimited movie subscriber” user in under 10 minutes.',Non-Security
PROMISE-NFR-V2,8,'System shall let existing customers log into the website with their email address and password in under 5 seconds.',Non-Security
PROMISE-NFR-V2,8,'System shall let customers cancel their account process shall take no longer than 2 minutes. Database will mark the account as inactive and user will not be able to log into the website.',Non-Security
PROMISE-NFR-V2,8,'System shall let administrator de-activate a customer account in under 1 minute. Customer will no longer be able to access the website.',Non-Security
PROMISE-NFR-V2,8,'System shall let administrator add/remove movies on the website in under 5 minutes. Entered movie information will be stored in the database and will now be available on the website.',Non-Security
PROMISE-NFR-V2,8,'System shall let the administrator add/remove categories on the website in under 5 minutes.',Non-Security
PROMISE-NFR-V2,8,'System shall let Izogn Manager access sales and usage statistics in under 2 minutes.',Non-Security
PROMISE-NFR-V2,8,'System shall let administrators generate unique pre-paid pins in under 2 minutes and generate an Excel file with the generated PINs.',Non-Security
PROMISE-NFR-V2,8,'The website shall be attractive to all audiences. The website shall appear to be fun and the colors should be bright and vibrant.',Non-Security
PROMISE-NFR-V2,8,'The website should have an African feel but should not alienate non-Africans. The website should use animation on pages which are describing the services to grab the users attention and encourage them to sign up.',Non-Security
PROMISE-NFR-V2,8,'The website design should be modern clean and concise.',Non-Security
PROMISE-NFR-V2,8,'The product should be able to be used by 90% of novice users on the Internet.',Non-Security
PROMISE-NFR-V2,8,'Users should only have to navigate through a maximum of 4 pages to create an account with the website.',Non-Security
PROMISE-NFR-V2,8,'Users should be able to access their streaming movies in under 2 clicks after logging into the website.',Non-Security
PROMISE-NFR-V2,8,'An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.',Non-Security
PROMISE-NFR-V2,8,'An anonymous survey will show that 95% of customers are comfortable using and purchasing pre-paid cards after a month of using the system.',Non-Security
PROMISE-NFR-V2,8,'The product shall retain the customer’s buying preferences and information.',Non-Security
PROMISE-NFR-V2,8,'The product shall be easy for customers with novice skills on the Internet to purchase and watch streaming movies. Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.',Non-Security
PROMISE-NFR-V2,8,'The product shall use symbols and words that are naturally understandable by users familiar with websites',Non-Security
PROMISE-NFR-V2,8,'The website will use standard Internet conventions when interacting with the user.',Non-Security
PROMISE-NFR-V2,8,'Any interface between a user and the automated system shall have a maximum response time of 5 seconds unless noted by an exception below.',Non-Security
PROMISE-NFR-V2,8,'When purchasing a streaming movie or pre-paid card via credit card the processing time should have a maximum response time of 15 seconds.',Non-Security
PROMISE-NFR-V2,8,'When streaming a movie the buffering time should take no longer than 10 seconds (plus any latency on the user’s connection.)',Non-Security
PROMISE-NFR-V2,8,'While streaming a movie buffering should only occur if there is latency in the user’s connection.',Non-Security
PROMISE-NFR-V2,8,'All credit card information will be secured on the server and only accessible by authorized Izogn administrators. Information will be encrypted in the database.',Security
PROMISE-NFR-V2,8,'The website shall be available for use 24 hours per day 365 days per year.',Non-Security
PROMISE-NFR-V2,8,'The website shall achieve 99.5% up time.',Non-Security
PROMISE-NFR-V2,8,'All movies shall be streamed on demand at any time of the day.',Non-Security
PROMISE-NFR-V2,8,'The website shall continue to operate if the streaming server goes down.',Non-Security
PROMISE-NFR-V2,8,'The website shall continue to operate if the payment gateway goes down.',Non-Security
PROMISE-NFR-V2,8,'The streaming server will support 50 simultaneous streaming connections.',Non-Security
PROMISE-NFR-V2,8,'The streaming server will support a maximum of 700 movies; new servers can be added to support more movies.',Non-Security
PROMISE-NFR-V2,8,'The server will support a maximum of 1 000 simultaneous users.',Non-Security
PROMISE-NFR-V2,8,'The website shall be capable of supporting 100 000 customers.',Non-Security
PROMISE-NFR-V2,8,'The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years.',Non-Security
PROMISE-NFR-V2,8,'All aspects of the website shall be accessed by a web browser over the Internet.',Non-Security
PROMISE-NFR-V2,8,'The same hardware supporting the current website will be used to support the new system.',Non-Security
PROMISE-NFR-V2,8,'We must be able to interface with the following browsers: IE 5.X 6.0 Netscape 6.x 7.x 8.x and Firefox 1.0.',Non-Security
PROMISE-NFR-V2,8,'Website must interface with the CyberSource API to process credit card transactions.',Non-Security
PROMISE-NFR-V2,8,'Website must be fully operational with MSN TV2.',Non-Security
PROMISE-NFR-V2,8,'Movies shall be encoded and streamed via Windows Media Player 9.0.',Non-Security
PROMISE-NFR-V2,8,'Movies shall be encoded for 56k and 256k streams.',Non-Security
PROMISE-NFR-V2,8,'Promotional updates to the website should take a day to update.',Non-Security
PROMISE-NFR-V2,8,'Izogn Administrator must be able to update the category listings on the website within 2 minutes.',Non-Security
PROMISE-NFR-V2,8,'Izogn Administrator must be able to add new products to the website within 2 minutes.',Non-Security
PROMISE-NFR-V2,8,'The system will provide a 24 hour 800 toll free number for support to its customers.',Non-Security
PROMISE-NFR-V2,8,'The website will provide a help section with answers and solutions to common problems.',Non-Security
PROMISE-NFR-V2,8,'Velkat staff will be available for phone support between 7am-7pm M-F to provide technical support to the Izogn administrators.',Non-Security
PROMISE-NFR-V2,8,'The product shall be able to be installed in the specified environment within 1 working day.',Non-Security
PROMISE-NFR-V2,8,'Only registered customers can purchase streaming movies.',Security
PROMISE-NFR-V2,8,'A customer can only stream a movie if they purchased it and are within the 2 day viewing period.',Security
PROMISE-NFR-V2,8,'Only authorized personnel can access customer records in the database.',Security
PROMISE-NFR-V2,8,'Only administrators can activate a pre-paid card.',Security
PROMISE-NFR-V2,8,'Only authorized personnel can access sales information.',Security
PROMISE-NFR-V2,8,'The website shall prevent its data from being corrupted when incorrect data is entered in.',Security
PROMISE-NFR-V2,8,'The website shall protect itself from intentional abuse and notify the administrator at all occurrences.',Security
PROMISE-NFR-V2,8,'Data integrity scripts will be run on a weekly basis to verify the integrity of the database.',Security
PROMISE-NFR-V2,8,'The website shall make its user aware of its information practices before collection data from them via a Privacy Policy accessible on all pages of the website.',Security
PROMISE-NFR-V2,8,'The system shall notify customers of changes to its information policy.',Security
PROMISE-NFR-V2,8,'The system shall reveal private information only in compliance with the organization’s information policy.',Security
PROMISE-NFR-V2,8,'All customer information will be stored on a secure database accessible only to authorized personnel.',Security
PROMISE-NFR-V2,8,'All credit card information will be encrypted in the database.',Security
PROMISE-NFR-V2,8,'The streaming server will have anti-virus software to prevent infection of malicious viruses.',Security
PROMISE-NFR-V2,8,'The website should cater to all tribes in Nigeria.',Non-Security
PROMISE-NFR-V2,8,'The website shall not be offensive to religious or ethnic groups.',Non-Security
PROMISE-NFR-V2,8,'The website should appeal to all Africans not only Nigerians.',Non-Security
PROMISE-NFR-V2,8,'The website should use Flash to provide animation on the home page.',Non-Security
PROMISE-NFR-V2,8,'IzognMovies shall meet the licensing requirements set forth by the appropriate organizations in order to stream African movies.',Non-Security
PROMISE-NFR-V2,8,'The website will comply with W3C standards.',Non-Security
PROMISE-NFR-V2,8,'The PHP code will comply with PEAR standards.',Non-Security
PROMISE-NFR-V2,9,'Total lead cycle time must be completed in 5 minutes for 90% of lead volume between the business hours of 8AM CST to 8PM CST; then 3 minutes for 99% of lead volume during off business hours.',Non-Security
PROMISE-NFR-V2,9,'No lead evaluation will complete in a time period longer than 25 seconds for 97% of all leads processed.',Non-Security
PROMISE-NFR-V2,9,'For leads that process longer than 25 seconds the system will record the event and duration',Non-Security
PROMISE-NFR-V2,9,'The process must fit within the processing time conditions set forth by the Auto Rep Assignment process in which a lead is assigned within 3 minutes of the total life cycle.',Non-Security
PROMISE-NFR-V2,9,'The lead washing process will operate within the established physical web service structure.',Non-Security
PROMISE-NFR-V2,9,'The washing process must use a non binding neutral data format such as xml when receiving and processing lead data.',Non-Security
PROMISE-NFR-V2,9,'Defect reports will be available to technical units on a 24x7 basis.',Non-Security
PROMISE-NFR-V2,9,'Washing parameters will be updated during scheduled maintenance hours.',Non-Security
PROMISE-NFR-V2,10,'The product shall simulate the look of ships at sea.',Non-Security
PROMISE-NFR-V2,10,'The product shall display the grids within a circle as a view from a periscope.',Non-Security
PROMISE-NFR-V2,10,'The product shall display each type of ship in a grid using an image of the specific type of ship.',Non-Security
PROMISE-NFR-V2,10,'When the offensive player takes a shot the product shall simulate the sound of a ship at sea.',Non-Security
PROMISE-NFR-V2,10,'When a shot is marked as a miss the product shall simulate the sound of a shot missing its target.',Non-Security
PROMISE-NFR-V2,10,'When a shot is marked as a hit the product shall simulate the sound of a shot hitting its target.',Non-Security
PROMISE-NFR-V2,10,'When a ship is sunk the product shall simulate the sound of a sinking ship.',Non-Security
PROMISE-NFR-V2,10,'The product shall be available 24 hours per day seven days per week.',Non-Security
PROMISE-NFR-V2,10,'The product shall able to handle a large number of games simultaneously.',Non-Security
PROMISE-NFR-V2,10,'The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.',Non-Security
PROMISE-NFR-V2,10,'The product shall protect the identity of the players. The product shall provide players no access to information that might reveal the identity of another player.',Non-Security
PROMISE-NFR-V2,10,'The product shall be intuitive and self-explanatory. Nine out ten users shall be able to successfully complete a game with no training.',Non-Security
PROMISE-NFR-V2,10,'The product shall be available to players who understand English Spanish and French. The product shall allow the user to select the language upon accessing the product.',Non-Security
PROMISE-NFR-V2,10,'The product shall provide players no access to information that might reveal the identity of another player',Security
PROMISE-NFR-V2,10,'The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.',Non-Security
PROMISE-NFR-V2,11,The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.',Non-Security
PROMISE-NFR-V2,11,The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.',Non-Security
PROMISE-NFR-V2,11,The system shall be responsive. At the DePaul TeleServices Center when a supervisor uses the system to view a callers schedule the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time.',Non-Security
PROMISE-NFR-V2,11,On a 56k connection the system response time for all operations must be no more than 6 seconds 90% of the time.',Non-Security
PROMISE-NFR-V2,11,On a 112k connection or faster the system response time for all operations must be no more than 3 seconds 90% of the time.',Non-Security
PROMISE-NFR-V2,11,The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.',Non-Security
PROMISE-NFR-V2,11,The system must be available for use between 7:00AM and 11:59PM all days of the year.',Non-Security
PROMISE-NFR-V2,11,The product shall be internet browser independent.The product must run using Internet Explorer and Netscape Navigator.',Non-Security
PROMISE-NFR-V2,11,The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.',Security
PROMISE-NFR-V2,11,The product shall ensure that only supervisors can enter a caller’s schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.',Security
PROMISE-NFR-V2,11,The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.',Security
PROMISE-NFR-V2,11,The interface shall have a simple look. In the interface and usability survey 90% of beta testers must report that the interface is adequately simple.',Non-Security
PROMISE-NFR-V2,11,The interface shall be appealing to callers and supervisors. In the interface and usability survey 80% of beta testers must report that the interface is appealing.',Non-Security
PROMISE-NFR-V2,12,'The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.',Non-Security
PROMISE-NFR-V2,12,'The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.',Non-Security
PROMISE-NFR-V2,12,'The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.',Non-Security
PROMISE-NFR-V2,12,'The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.',Non-Security
PROMISE-NFR-V2,12,'The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators)',Non-Security
PROMISE-NFR-V2,12,'The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications',Non-Security
PROMISE-NFR-V2,12,'The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.',Non-Security
PROMISE-NFR-V2,12,'The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds',Non-Security
PROMISE-NFR-V2,12,'The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.',Non-Security
PROMISE-NFR-V2,12,'The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.',Non-Security
PROMISE-NFR-V2,12,'The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.',Non-Security
PROMISE-NFR-V2,12,'The product shall be robust.The product shall have fault avoidance based on standards adoption.',Non-Security
PROMISE-NFR-V2,12,'The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.',Non-Security
PROMISE-NFR-V2,12,'The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.',Non-Security
PROMISE-NFR-V2,12,'The product shall be platform independent.The product shall enable access to any type of development environment and platform.',Non-Security
PROMISE-NFR-V2,12,'The product shall interface CSR and Datastream.The product shall exchange messages between CSR and EAM on a real time basis without any direct interfaces between two systems.',Non-Security
PROMISE-NFR-V2,12,': The product shall continue to operate during upgrade change or new resource addition.The product shall be able to continue to operate with no interruption in service due to new resource additions.',Non-Security
PROMISE-NFR-V2,12,'The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.',Non-Security
PROMISE-NFR-V2,12,'The product shall operate with every platform.The product shall accommodate any new technology without any change in its architecture.',Non-Security
PROMISE-NFR-V2,12,'The product shall have security.The product shall provide authentication and authorization.',Security
PROMISE-NFR-V2,12,'The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.',Security
PROMISE-NFR-V2,12,'The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.',Security
PROMISE-NFR-V2,13,'The system shall use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo.',Non-Security
PROMISE-NFR-V2,13,'The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.',Non-Security
PROMISE-NFR-V2,13,'The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports',Non-Security
PROMISE-NFR-V2,13,'The interface must summarize the data in a fashion that’s appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface',Non-Security
PROMISE-NFR-V2,13,'The system must use a point and click interface. 100% of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard',Non-Security
PROMISE-NFR-V2,13,'The interface shall be easy to use. 90% of users should be able to successfully use the system to generate a report on their first use. The interface should adhere to IBM usability standards.',Non-Security
PROMISE-NFR-V2,13,'Rreports must be easy to generate. eports must be generated within one button click and exported within one button click (after selecting the report)',Non-Security
PROMISE-NFR-V2,13,'A user shall be able to use the system without instruction after a short amount of time. After one use a user should understand and remember 90% of the system usage and navigation.',Non-Security
PROMISE-NFR-V2,13,'All CCR users shall receive training before the WCS system is deployed. One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available)',Non-Security
PROMISE-NFR-V2,13,'The WCS system shall use appropriate nomenclature and terminology as defined by the Corporate Community Grants organization. All interfaces and reports will undergo usability tests by CCR users.',Non-Security
PROMISE-NFR-V2,13,'The WCS system shall be available at all times as long as IBM’s internal intranet W3 is accessible. The WCS system will be available 95% of the time IBM’s internal intranet W3 is available.',Non-Security
PROMISE-NFR-V2,13,'The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.',Non-Security
PROMISE-NFR-V2,13,'The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management.',Non-Security
PROMISE-NFR-V2,13,'The WCS system shall be run in a Windows environment. The WCS shall be accessed by users through the Internet on an IBM computer running a Windows 2000 or above operating system.',Non-Security
PROMISE-NFR-V2,13,'The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats). Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats.',Non-Security
PROMISE-NFR-V2,13,'The WCS system must run queries to the WCS databases once again (on a specified day) to update the available data available to CCR users. Queries must be made to external databases for data refresh once a week.',Non-Security
PROMISE-NFR-V2,13,'All changes updates and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides. Every change must be reflected in WCS system documentation',Non-Security
PROMISE-NFR-V2,13,'The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.',Security
PROMISE-NFR-V2,13,'The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a user’s computer.',Security
PROMISE-NFR-V2,14,'Each team owner will need to use a username and password in order to be authenticated to reach the team owner’s page',Security
PROMISE-NFR-V2,14,'The Commissioner will be the only authorized user per league to adjust league settings.',Security
PROMISE-NFR-V2,14,'Each page shall contain a navigation menu which shows the index into which the current page is contained.',Non-Security
PROMISE-NFR-V2,14,'Each page shall contain a similar format with action items in one location and navigation buttons in a different location.',Non-Security
PROMISE-NFR-V2,14,'The message board shall contain the 5 most recently posted messages on the league page. The messages will contain up to the first 150 characters of the message.',Non-Security
PROMISE-NFR-V2,14,'A new user shall be able to navigate through the league and team pages within 30 seconds of reaching the start-up page.',Non-Security
PROMISE-NFR-V2,14,'Users shall be able to reach the ‘add’ ‘drop’ and ‘trade player’ pages with one click from the team owner’s page.',Non-Security
PROMISE-NFR-V2,14,'Users shall be able to view at least 25 NFL player statistics and points on each page.',Non-Security
PROMISE-NFR-V2,14,'The application shall ask the user to confirm dropping a player or trading a player before performing the action.',Non-Security
PROMISE-NFR-V2,14,'The application shall be able to complete every user transaction within one fourth of a second of receiving the request over the network.',Non-Security
PROMISE-NFR-V2,14,'The application shall have a downtime of at most 10 minutes per year.',Non-Security
PROMISE-NFR-V2,14,'The application shall run on a web application server.',Non-Security
PROMISE-NFR-V2,14,'A primary database will be used to store cached data for active users.',Non-Security
PROMISE-NFR-V2,14,'A secondary database will be used to store historical statistics and data.',Non-Security
PROMISE-NFR-V2,14,'Application updates shall occur between 3AM and 6 AM CST on Wednesday morning during the middle of the NFL season.',Non-Security
PROMISE-NFR-V2,14,'New System version releases shall be released at the beginning of each NFL season.',Non-Security
PROMISE-NFR-V2,15,'The RFS system should be available 24/7 especially during the budgeting period. The RFS system shall be available 90% of the time all year and 98% during the budgeting period. 2% of the time the system will become available within 1 hour of the time that the situation is reported.',Non-Security
PROMISE-NFR-V2,15,'98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space: 400MB.',Non-Security
PROMISE-NFR-V2,15,'98% of the user workstations shall meet the minimum software requirements prior to implementation: Microsoft Internet Explorer 5.0. Microsoft .NET Framework 1.1. Microsoft Internet Explorer Web Controls',Non-Security
PROMISE-NFR-V2,15,'The RFS system should be able to easily interface with the BDW environment in order to load the data. • 7 data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process every year. The data will be as of October month-end. Test files (7) shall be loaded up to 5 times throughout the year from the BDW.',Non-Security
